Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Dmg lvl 1,Dmg lvl 5,Dmg lvl 10,Dmg lvl 17
Hydro Pump,Water,STR/DEX,1 action,3,Instantaneous,30ft line,"You send a surge of powerful water towards enemy creature in an 30 foot line, 5 feet wide. Creatures caught in the blast must succeed on a DEX save against your Move DC, taking 3d6 + MOVE water damage on a failed save, and half as much on a success.",3d6+Move,3d8+Move,6d6+Move,7d8+Move
Hyper Beam,Normal,STR/DEX,"1 action, recharge",3,Instantaneous,120ft,You unleash a concentrated beam of pure energy in a 120 foot line. Any creature caught in the line must succeed on a DEX save or take 3d8 + MOVE normal damage on a fail and half as much on a save. This move cannot be used on consecutive turns by the same creature.,3d8+Move,5d6+Move,4d12+Move,8d8+Move
Hyper Fang,Normal,STR/DEX,1 action,10,Instantaneous,Melee,"You lash out at a creature with a quick fang attack. Make a melee attack roll, doing 2d6 + MOVE normal damage on a hit. Hyper Fang scores a critical hit on 19 and 20. If the natural attack roll is 18 or more, the target flinches.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Hyper Voice,Normal,DEX/CHA,1 action,5,Instantaneous,30ft,"You release a loud and startling, high-pitched sound that only an opponent can hear. Make a ranged attack roll against an opponent in range, doing 2d8 + MOVE normal damage on a hit.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Hyperspace Fury,Dark,STR/DEX,1 action,3,Instantaneous,60ft,"Using your many arms, you send a barrage of three balls of furious energy at any creature(s) in range. Each ball automatically deals 1d6 dark damage to any creature(s) you choose. Reactions that negate damage such as Protect or Detect cannot be used. After activating this move, any attacks against you, until the beginning of your next turn, are rolled at advantage.",3 energy balls,4 energy balls,5 energy balls,6 energy balls
Hyperspace Hole,Psychic,STR/DEX,1 action,3,Instantaneous,"Melee, 40ft",You create a hyperspace portal that allows you to instantly teleport to an opponent in range and strike out with a melee attack. This move is guaranteed to hit for 2d6 + MOVE psychic damage. Reactions that negate damage such as Protect or Detect cannot be used.,2d6+Move,2d8+Move,4d6+Move,6d6+Move
Hypnosis,Psychic,WIS/INT,1 action,10,Instantaneous,30ft,"You attempt to put the target to sleep. The target must make a WIS save against your Move DC, falling asleep on a failure.",,,,
Ice Ball,Ice,STR/DEX,1 action,10,Instantaneous,30ft,"You summon a rock-hard ball of ice that continues to pummel an opponent. When you activate this move, make a ranged attack on a target in range, doing 1d4 + MOVE ice damage on a hit. If you continue to use this move on consecutive turns, double the dice roll for damage each time you hit. The multiplier maxes out at 8x the original damage. The damage resets if any of the attacks miss, or if you are incapacitated.",1d4+Move,1d6+Move,2d4+Move,2d6+Move
Ice Beam,Ice,STR/DEX,1 action,5,Instantaneous,120ft,"You send a concentrated beam of freezing ice at a single creature in range. Make a ranged attack roll, doing 2d8 + MOVE ice damage on a hit, and forcing the target to make a CON save against your Move DC or become frozen.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Ice Burn,Ice,STR/DEX,1 action,3,"1 round, Concentration",30ft circle,"When you use this move, you charge up an intense power within your body. On your next turn’s action, if you keep your concentration, you unleash an ultracold, freezing wind in a 30 foot circle all around you. Anyone caught in the blast must make a DEX save against your Move DC, taking 2d12 + MOVE ice damage on a failure, or half as much on a success. If any creature fails the save by more than 5, it is burned.",2d12+Move,3d10+Move,7d6+Move,8d8+Move
Ice Fang,Ice,STR/DEX,1 action,10,Instantaneous,Melee,"You attempt to pierce an opponent with ice-infused fangs. Make a melee attack, dealing 1d10 + MOVE ice damage on a hit. On a natural attack roll of 19 or 20, the target is frozen and flinches.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Ice Punch,Ice,STR/DEX,1 action,10,Instantaneous,Melee,"You strike out with ice-infused fists. Make a melee attack roll, doing 1d12 + MOVE ice damage on a hit. On a natural attack roll of 19 or 20, the target is frozen.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Ice Shard,Ice,DEX,1 bonus action,15,Instantaneous,50ft,"You flash freeze chunks of ice and quickly hurl them at an opponent. As a bonus action, you fire a shard of ice at an opponent in range, dealing 1d4 ice damage on a hit.",1d4,1d6,1d10,1d12
Icicle Crash,Ice,DEX,1 action,5,Instantaneous,30ft,"You generate a row of icicles that crash down on top of an opponent in range. Make a ranged attack, dealing 2d6 + MOVE ice damage on a hit. If the natural attack roll is 15 or higher, the target flinches.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Icicle Spear,Ice,DEX,1 action,15,Instantaneous,20ft,"Your pummel an opponent in range with multiple sharp shards of ice. Make a ranged attack roll, doing 1d4 + MOVE ice damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d4 ice damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Icy Wind,Ice,DEX,1 action,10,Instantaneous,80ft,"You create an icy wind that gusts towards a creature in range. Make a ranged attack against an opponent, doing 1d8 + MOVE ice damage on a hit. On a natural attack roll of 18 or more, the target falls prone.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Imprison,Psychic,WIS/INT,1 action,5,"1 minute, Concentration",30ft,"You create psychic walls within the mind of a target in range. Force the target to make a WIS saving throw against your Move DC. On a failure, the target is unable to use any Move it knows that is the same as yours for the duration.",,,,
Incinerate,Fire,STR/DEX,1 action,10,Instantaneous,50ft,"You summon forth a burning hot flame that surrounds an opponent. Make a ranged attack, dealing 1d10 + MOVE fire damage on a hit. On a hit, if the target is holding a berry, it is immediately burned to ash, becoming unusable.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Inferno,Fire,STR/DEX,1 action,3,Instantaneous,15ft,"You engulf a target in intense flames. Make a ranged attack against a target, dealing 4d4 + MOVE fire damage on a hit, burning the target in the process.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Infestation,Bug,CON,1 action,5,1d4 rounds,30ft,"You summon an infestation of tiny insects to attack a foe for multiple turns. Make a ranged attack on a target. On a hit, the target takes 1d4 + MOVE bug damage and becomes infested for 1d4 rounds. An infested creature must make a CON save against your Move DC at the beginning of each of its turns, taking 1d4 + MOVE bug damage on a failed save.",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Ingrain,Grass,CON,1 action,10,3 rounds,Self,"You pierce the ground with roots, absorbing natural energy and fixing you in place. At the end of each of your next three turns (including this one), heal yourself for 1d6 + MOVE hit points as a free action. During this time, you may not flee or be switched out.",1d6+Move,1d10+Move,2d8+Move,5d4+Move
Ion Deluge,Electric,None,1 reaction,15,Instantaneous,50ft,"You disperse electric particles that charge the battlefield. Until the beginning of your next turn, any normal-type move activated within 50 feet of you is considered electric-type.",,,,
Iron Defense,Steel,None,1 action,10,1 round,Self,"Your body temporarily becomes solid as steel plate. Until your next turn, you gain + 6 to your AC and have resistance to all types of damage. If you were vulnerable, you now take regular damage. If you were already resistant, you become immune.",,,,
Iron Head,Steel,STR,1 action,10,Instantaneous,Melee,"You slam into your opponent with your hard head. Make a melee attack, dealing 2d6 + MOVE steel damage on a hit. On a natural attack roll of 16 or higher, the target flinches.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Iron Tail,Steel,STR,1 action,10,Instantaneous,Melee,"You swing your tail out, attempting to crush an opponent. Make an attack roll on an opponent in range, doing 4d4 + MOVE steel damage on a hit. If the natural attack roll is a 19 or 20, the target’s AC is decreased by 1 for the rest of combat.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Judgment,Varies,STR,1 action,5,Instantaneous,100ft,"You send powerful missiles of pure energy to rain down on any opponent in a 40 foot circle, centered on a point in range. Any creature caught in the area must make a DEX save against your Move DC, taking 5d6 + MOVE damage on a failure, or half as much on a success. The type of the damage depends on the kind of plate the user is holding.",5d6+Move,4d10+Move,6d10+Move,8d12+Move
Jump Kick,Fighting,STR/DEX,1 action,5,Instantaneous,Melee,"You leap into the air to deliver a strong kick to the enemy. Make a melee attack against, doing 4d4 + MOVE fighting damage on a hit. On a miss, you take 1 damage.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Karate Chop,Fighting,STR/DEX,1 action,15,Instantaneous,Melee,"You extend a hand towards an enemy creature for a savage karate chop. Make a melee Attack roll, doing 1d8 + MOVE fighting damage on a hit. Karate Chop scores a critical hit on 19s and 20s.",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Kinesis,Psychic,STR/DEX,1 action,10,1 minute,Self,"You move with incredible speed. Increase your walking, flying, or swimming speed by 20 if it is greater than 0, and add +2 to AC when targeted by ranged attacks for the duration. This move cannot be stacked.",,,,
King's Shield,Steel,None,1 reaction,3,Instantaneous,Self,"Your body is cloaked with a protective shield that negates all damage to you. When targeted by an attack, you may automatically avoid taking damage from this attack and any other damaging move until the beginning of your next turn. On future instances of this move in the same combat, you must roll higher than a 15 on a d20 roll for the reaction to be successful.",,,,
Knock Off,Dark,DEX,1 action,10,Instantaneous,Melee,"You attempt to rid an opponent of their held item for the rest of battle. Make a melee attack roll against a target. On a hit, deal 1d10 + MOVE dark damage and any held item of the target disappears. The item appears back in the target's inventory when the battle is over.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Land's Wrath,Ground,STR,1 action,5,Instantaneous,100ft,"You gather in the natural energy of the land around you and focus it into a sudden eruption of earth in a 30 ft radius, centered on a point within range. All creatures caught in the blast must make a DEX save against your Move DC, taking 2d8 + MOVE ground damage on a failure, or half as much on a success.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Last Resort,Normal,STR/DEX,1 action,3,Instantaneous,Melee,"You lash out an an opponent with a furious strike. This move can only be activated when all other known moves by a user have been activated in the same combat. If the user is switched out, this rule resets. Make a melee attack, dealing 2d12 + MOVE normal damage on a hit.",2d12+Move,3d10+Move,7d6+Move,8d8+Move
Lava Plume,Fire,STR,1 action,5,Instantaneous,20ft cone,"You unleash an inferno of hot flames at all creatures in a 20 foot cone. Creatures in the blast must make a DEX save against your Move DC, taking 2d6 + MOVE fire damage on a failure, or half as much on a success. If any creature fails the saving throw by more than 5, the creature is burned.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Leaf Blade,Grass,DEX,1 action,10,Instantaneous,Melee,"You attempt to slash an opponent with a sharp leaf. Make a melee attack against a target, dealing 2d8 + MOVE grass damage on a hit. This attack scores a critical on 19 and 20.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Leaf Storm,Grass,STR/DEX,1 action,3,Instantaneous,40ft,"You whip up a powerful storm of leaves in a 20 foot circle, centered on a point within range. All creatures in the area must make a DEX save against your Move DC, taking 5d4 + MOVE grass damage on a fail, or half as much on a success. After activating this move, you are sapped of energy. Your next attack deals half the normal damage, if it hits.",5d4+Move,3d10+Move,5d8+Move,8d8+Move
Leaf Tornado,Grass,STR/DEX,1 action,5,Instantaneous,40 feet,"You summon forth a cyclone of harsh winds and fast moving leaves that rushes forward to strike an opponent in range. Make a ranged attack roll, dealing 1d10 + MOVE grass damage on a hit. If the natural attack roll is 15 or higher, the target has disadvantage on its next attack. If the opponent activates a move that requires a saving throw, its target(s) have advantage on the roll.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
